# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-05-06 03:08:46 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06043500 Gallatin River near Gallatin Gateway, MT
# -----------------------------------------------------------------------------------
#
# Data provided for site 06043500
#            TS   parameter     statistic     Description
#         80830       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	80830_00060_00003	80830_00060_00003_cd
USGS	06043500	2004-07-06	1400	A
USGS	06043500	2004-07-07	1320	A
USGS	06043500	2004-07-08	1280	A
USGS	06043500	2004-07-09	1150	A
USGS	06043500	2004-07-10	1090	A
USGS	06043500	2004-07-11	1060	A
USGS	06043500	2004-07-12	1010	A
USGS	06043500	2004-07-13	955	A
USGS	06043500	2004-07-14	921	A
USGS	06043500	2004-07-15	899	A
USGS	06043500	2004-07-16	880	A
USGS	06043500	2004-07-17	832	A
USGS	06043500	2004-07-18	808	A
USGS	06043500	2004-07-19	814	A
USGS	06043500	2004-07-20	808	A
USGS	06043500	2004-07-21	796	A
USGS	06043500	2004-07-22	743	A
USGS	06043500	2004-07-23	718	A
USGS	06043500	2004-07-24	683	A
USGS	06043500	2004-07-25	654	A
USGS	06043500	2004-07-26	637	A
USGS	06043500	2004-07-27	619	A
USGS	06043500	2004-07-28	597	A
USGS	06043500	2004-07-29	583	A
USGS	06043500	2004-07-30	568	A
USGS	06043500	2004-07-31	549	A
USGS	06043500	2004-08-01	542	A
USGS	06043500	2004-08-02	545	A
USGS	06043500	2004-08-03	587	A
USGS	06043500	2004-08-04	566	A
USGS	06043500	2004-08-05	531	A
USGS	06043500	2004-08-06	504	A
USGS	06043500	2004-08-07	488	A
USGS	06043500	2004-08-08	478	A
USGS	06043500	2004-08-09	468	A
USGS	06043500	2004-08-10	460	A
USGS	06043500	2004-08-11	453	A
USGS	06043500	2004-08-12	442	A
USGS	06043500	2004-08-13	436	A
USGS	06043500	2004-08-14	430	A
USGS	06043500	2004-08-15	421	A
USGS	06043500	2004-08-16	424	A
USGS	06043500	2004-08-17	440	A
USGS	06043500	2004-08-18	536	A
USGS	06043500	2004-08-19	498	A
USGS	06043500	2004-08-20	458	A
USGS	06043500	2004-08-21	441	A
USGS	06043500	2004-08-22	434	A
USGS	06043500	2004-08-23	463	A
USGS	06043500	2004-08-24	486	A
USGS	06043500	2004-08-25	519	A
USGS	06043500	2004-08-26	525	A
USGS	06043500	2004-08-27	532	A
USGS	06043500	2004-08-28	477	A
USGS	06043500	2004-08-29	450	A
USGS	06043500	2004-08-30	432	A
USGS	06043500	2004-08-31	418	A
USGS	06043500	2004-09-01	408	A
USGS	06043500	2004-09-02	439	A
USGS	06043500	2004-09-03	468	A
USGS	06043500	2004-09-04	434	A
USGS	06043500	2004-09-05	417	A
USGS	06043500	2004-09-06	406	A
USGS	06043500	2004-09-07	399	A
USGS	06043500	2004-09-08	390	A
USGS	06043500	2004-09-09	384	A
USGS	06043500	2004-09-10	380	A
USGS	06043500	2004-09-11	373	A
USGS	06043500	2004-09-12	375	A
USGS	06043500	2004-09-13	455	A
USGS	06043500	2004-09-14	454	A
USGS	06043500	2004-09-15	450	A
USGS	06043500	2004-09-16	455	A
USGS	06043500	2004-09-17	447	A
USGS	06043500	2004-09-18	422	A
USGS	06043500	2004-09-19	445	A
USGS	06043500	2004-09-20	526	A
USGS	06043500	2004-09-21	487	A
USGS	06043500	2004-09-22	455	A
USGS	06043500	2004-09-23	471	A
USGS	06043500	2004-09-24	512	A
USGS	06043500	2004-09-25	473	A
USGS	06043500	2004-09-26	452	A
USGS	06043500	2004-09-27	453	A
USGS	06043500	2004-09-28	438	A
USGS	06043500	2004-09-29	429	A
USGS	06043500	2004-09-30	421	A
USGS	06043500	2004-10-01	416	A
USGS	06043500	2004-10-02	410	A
USGS	06043500	2004-10-03	404	A
USGS	06043500	2004-10-04	401	A
USGS	06043500	2004-10-05	395	A
USGS	06043500	2004-10-06	389	A
USGS	06043500	2004-10-07	391	A
USGS	06043500	2004-10-08	399	A
USGS	06043500	2004-10-09	382	A
USGS	06043500	2004-10-10	399	A
USGS	06043500	2004-10-11	401	A
USGS	06043500	2004-10-12	395	A
USGS	06043500	2004-10-13	389	A
USGS	06043500	2004-10-14	382	A
USGS	06043500	2004-10-15	382	A
USGS	06043500	2004-10-16	379	A
USGS	06043500	2004-10-17	372	A
USGS	06043500	2004-10-18	378	A
USGS	06043500	2004-10-19	380	A
USGS	06043500	2004-10-20	381	A
USGS	06043500	2004-10-21	388	A
USGS	06043500	2004-10-22	378	A
USGS	06043500	2004-10-23	381	A
USGS	06043500	2004-10-24	381	A
USGS	06043500	2004-10-25	339	A
USGS	06043500	2004-10-26	364	A
USGS	06043500	2004-10-27	382	A
USGS	06043500	2004-10-28	381	A
USGS	06043500	2004-10-29	415	A
USGS	06043500	2004-10-30	382	A
USGS	06043500	2004-10-31	372	A
USGS	06043500	2004-11-01	323	A
USGS	06043500	2004-11-02	333	A
USGS	06043500	2004-11-03	353	A
USGS	06043500	2004-11-04	350	A
USGS	06043500	2004-11-05	349	A
USGS	06043500	2004-11-06	355	A
USGS	06043500	2004-11-07	346	A
USGS	06043500	2004-11-08	352	A
USGS	06043500	2004-11-09	365	A
USGS	06043500	2004-11-10	372	A
USGS	06043500	2004-11-11	358	A
USGS	06043500	2004-11-12	345	A
USGS	06043500	2004-11-13	325	A
USGS	06043500	2004-11-14	317	A
USGS	06043500	2004-11-15	326	A
USGS	06043500	2004-11-16	344	A
USGS	06043500	2004-11-17	339	A
USGS	06043500	2004-11-18	314	A
USGS	06043500	2004-11-19	335	A
USGS	06043500	2004-11-20	315	A
USGS	06043500	2004-11-21	234	A
USGS	06043500	2004-11-22	282	A
USGS	06043500	2004-11-23	327	A
USGS	06043500	2004-11-24	325	A
USGS	06043500	2004-11-25	323	A
USGS	06043500	2004-11-26	326	A
USGS	06043500	2004-11-27	261	A
USGS	06043500	2004-11-28	286	A
USGS	06043500	2004-11-29	219	A
USGS	06043500	2004-11-30	223	A
USGS	06043500	2004-12-01	259	A
USGS	06043500	2004-12-02	261	A
USGS	06043500	2004-12-03	260	A
USGS	06043500	2004-12-04	238	A
USGS	06043500	2004-12-05	247	A
USGS	06043500	2004-12-06	249	A
USGS	06043500	2004-12-07	266	A
USGS	06043500	2004-12-08	278	A
USGS	06043500	2004-12-09	287	A
USGS	06043500	2004-12-10	289	A
USGS	06043500	2004-12-11	311	A
USGS	06043500	2004-12-12	312	A
USGS	06043500	2004-12-13	266	A
USGS	06043500	2004-12-14	278	A
USGS	06043500	2004-12-15	313	A
USGS	06043500	2004-12-16	295	A
USGS	06043500	2004-12-17	286	A
USGS	06043500	2004-12-18	289	A
USGS	06043500	2004-12-19	299	A
USGS	06043500	2004-12-20	295	A
USGS	06043500	2004-12-21	277	A
USGS	06043500	2004-12-22	265	A
USGS	06043500	2004-12-23	220	A
USGS	06043500	2004-12-24	234	A
USGS	06043500	2004-12-25	231	A
USGS	06043500	2004-12-26	281	A
USGS	06043500	2004-12-27	280	A
USGS	06043500	2004-12-28	275	A
USGS	06043500	2004-12-29	285	A
USGS	06043500	2004-12-30	300	A
USGS	06043500	2004-12-31	279	A
USGS	06043500	2005-01-01	260	A
USGS	06043500	2005-01-02	264	A
USGS	06043500	2005-01-03	262	A
USGS	06043500	2005-01-04	269	A
USGS	06043500	2005-01-05	242	A
USGS	06043500	2005-01-06	223	A
USGS	06043500	2005-01-07	230	A:e
USGS	06043500	2005-01-08	240	A:e
USGS	06043500	2005-01-09	250	A:e
USGS	06043500	2005-01-10	250	A:e
USGS	06043500	2005-01-11	264	A
USGS	06043500	2005-01-12	266	A
USGS	06043500	2005-01-13	240	A:e
USGS	06043500	2005-01-14	230	A:e
USGS	06043500	2005-01-15	220	A:e
USGS	06043500	2005-01-16	230	A:e
USGS	06043500	2005-01-17	250	A:e
USGS	06043500	2005-01-18	270	A:e
USGS	06043500	2005-01-19	280	A:e
USGS	06043500	2005-01-20	282	A
USGS	06043500	2005-01-21	279	A
USGS	06043500	2005-01-22	268	A
USGS	06043500	2005-01-23	260	A
USGS	06043500	2005-01-24	257	A
USGS	06043500	2005-01-25	246	A
USGS	06043500	2005-01-26	249	A
USGS	06043500	2005-01-27	257	A
USGS	06043500	2005-01-28	266	A
USGS	06043500	2005-01-29	270	A
USGS	06043500	2005-01-30	272	A
USGS	06043500	2005-01-31	260	A
USGS	06043500	2005-02-01	255	A
USGS	06043500	2005-02-02	254	A
USGS	06043500	2005-02-03	247	A
USGS	06043500	2005-02-04	255	A
USGS	06043500	2005-02-05	265	A
USGS	06043500	2005-02-06	244	A
USGS	06043500	2005-02-07	252	A
USGS	06043500	2005-02-08	256	A
USGS	06043500	2005-02-09	249	A
USGS	06043500	2005-02-10	242	A
USGS	06043500	2005-02-11	235	A
USGS	06043500	2005-02-12	244	A
USGS	06043500	2005-02-13	263	A
USGS	06043500	2005-02-14	267	A
USGS	06043500	2005-02-15	242	A
USGS	06043500	2005-02-16	210	A
USGS	06043500	2005-02-17	227	A
USGS	06043500	2005-02-18	234	A
USGS	06043500	2005-02-19	245	A
USGS	06043500	2005-02-20	257	A
USGS	06043500	2005-02-21	265	A
USGS	06043500	2005-02-22	256	A
USGS	06043500	2005-02-23	248	A
USGS	06043500	2005-02-24	239	A
USGS	06043500	2005-02-25	245	A
USGS	06043500	2005-02-26	247	A
USGS	06043500	2005-02-27	246	A
USGS	06043500	2005-02-28	248	A
USGS	06043500	2005-03-01	255	A
USGS	06043500	2005-03-02	257	A
USGS	06043500	2005-03-03	255	A
USGS	06043500	2005-03-04	251	A
USGS	06043500	2005-03-05	255	A
USGS	06043500	2005-03-06	258	A
USGS	06043500	2005-03-07	263	A
USGS	06043500	2005-03-08	262	A
USGS	06043500	2005-03-09	272	A
USGS	06043500	2005-03-10	284	A
USGS	06043500	2005-03-11	276	A
USGS	06043500	2005-03-12	281	A
USGS	06043500	2005-03-13	258	A
USGS	06043500	2005-03-14	255	A
USGS	06043500	2005-03-15	259	A
USGS	06043500	2005-03-16	262	A
USGS	06043500	2005-03-17	264	A
USGS	06043500	2005-03-18	249	A
USGS	06043500	2005-03-19	263	A
USGS	06043500	2005-03-20	272	A
USGS	06043500	2005-03-21	274	A
USGS	06043500	2005-03-22	267	A
USGS	06043500	2005-03-23	265	A
USGS	06043500	2005-03-24	247	A
USGS	06043500	2005-03-25	235	A
USGS	06043500	2005-03-26	255	A
USGS	06043500	2005-03-27	260	A
USGS	06043500	2005-03-28	280	A
USGS	06043500	2005-03-29	269	A
USGS	06043500	2005-03-30	260	A
USGS	06043500	2005-03-31	244	A
USGS	06043500	2005-04-01	248	A
USGS	06043500	2005-04-02	264	A
USGS	06043500	2005-04-03	275	A
USGS	06043500	2005-04-04	283	A
USGS	06043500	2005-04-05	281	A
USGS	06043500	2005-04-06	274	A
USGS	06043500	2005-04-07	311	A
USGS	06043500	2005-04-08	360	A
USGS	06043500	2005-04-09	340	A
USGS	06043500	2005-04-10	305	A
USGS	06043500	2005-04-11	285	A
USGS	06043500	2005-04-12	298	A
USGS	06043500	2005-04-13	342	A
USGS	06043500	2005-04-14	404	A
USGS	06043500	2005-04-15	345	A
USGS	06043500	2005-04-16	340	A
USGS	06043500	2005-04-17	378	A
USGS	06043500	2005-04-18	485	A
USGS	06043500	2005-04-19	428	A
USGS	06043500	2005-04-20	386	A
USGS	06043500	2005-04-21	371	A
USGS	06043500	2005-04-22	356	A
USGS	06043500	2005-04-23	408	A
USGS	06043500	2005-04-24	468	A
USGS	06043500	2005-04-25	588	A
USGS	06043500	2005-04-26	639	A
USGS	06043500	2005-04-27	613	A
USGS	06043500	2005-04-28	534	A
USGS	06043500	2005-04-29	489	A
USGS	06043500	2005-04-30	473	A
USGS	06043500	2005-05-01	449	A
USGS	06043500	2005-05-02	453	A
USGS	06043500	2005-05-03	468	A
USGS	06043500	2005-05-04	516	A
USGS	06043500	2005-05-05	590	A
USGS	06043500	2005-05-06	744	A
USGS	06043500	2005-05-07	889	A
USGS	06043500	2005-05-08	986	A
USGS	06043500	2005-05-09	1140	A
USGS	06043500	2005-05-10	1230	A
USGS	06043500	2005-05-11	1150	A
USGS	06043500	2005-05-12	988	A
USGS	06043500	2005-05-13	890	A
USGS	06043500	2005-05-14	925	A
USGS	06043500	2005-05-15	1110	A
USGS	06043500	2005-05-16	1480	A
USGS	06043500	2005-05-17	2080	A
USGS	06043500	2005-05-18	1690	A
USGS	06043500	2005-05-19	2150	A
USGS	06043500	2005-05-20	2950	A
USGS	06043500	2005-05-21	3390	A
USGS	06043500	2005-05-22	3110	A
USGS	06043500	2005-05-23	3630	A
USGS	06043500	2005-05-24	3380	A
USGS	06043500	2005-05-25	2700	A
USGS	06043500	2005-05-26	2320	A
USGS	06043500	2005-05-27	2270	A
USGS	06043500	2005-05-28	2390	A
USGS	06043500	2005-05-29	2630	A
USGS	06043500	2005-05-30	2490	A
USGS	06043500	2005-05-31	2290	A
USGS	06043500	2005-06-01	2360	A
USGS	06043500	2005-06-02	2200	A
USGS	06043500	2005-06-03	2040	A
USGS	06043500	2005-06-04	2040	A
USGS	06043500	2005-06-05	2120	A
USGS	06043500	2005-06-06	2620	A
USGS	06043500	2005-06-07	2440	A
USGS	06043500	2005-06-08	2390	A
USGS	06043500	2005-06-09	2230	A
USGS	06043500	2005-06-10	2100	A
USGS	06043500	2005-06-11	2060	A
USGS	06043500	2005-06-12	2360	A
USGS	06043500	2005-06-13	2390	A
USGS	06043500	2005-06-14	2310	A
USGS	06043500	2005-06-15	2710	A
USGS	06043500	2005-06-16	3240	A
USGS	06043500	2005-06-17	3570	A
USGS	06043500	2005-06-18	3650	A
USGS	06043500	2005-06-19	3240	A
USGS	06043500	2005-06-20	3230	A
USGS	06043500	2005-06-21	3440	A
USGS	06043500	2005-06-22	3820	A
USGS	06043500	2005-06-23	3850	A
USGS	06043500	2005-06-24	3370	A
USGS	06043500	2005-06-25	3040	A
USGS	06043500	2005-06-26	2770	A
USGS	06043500	2005-06-27	2500	A
USGS	06043500	2005-06-28	2340	A
USGS	06043500	2005-06-29	2220	A
USGS	06043500	2005-06-30	2000	A
USGS	06043500	2005-07-01	1930	A
USGS	06043500	2005-07-02	1880	A
USGS	06043500	2005-07-03	1780	A
USGS	06043500	2005-07-04	1600	A
USGS	06043500	2005-07-05	1500	A
USGS	06043500	2005-07-06	1450	A
USGS	06043500	2005-07-07	1420	A
USGS	06043500	2005-07-08	1410	A
USGS	06043500	2005-07-09	1340	A
USGS	06043500	2005-07-10	1340	A
USGS	06043500	2005-07-11	1410	A
USGS	06043500	2005-07-12	1200	A
USGS	06043500	2005-07-13	1120	A
USGS	06043500	2005-07-14	1080	A
USGS	06043500	2005-07-15	1010	A
USGS	06043500	2005-07-16	974	A
USGS	06043500	2005-07-17	934	A
USGS	06043500	2005-07-18	884	A
USGS	06043500	2005-07-19	842	A
USGS	06043500	2005-07-20	810	A
USGS	06043500	2005-07-21	779	A
USGS	06043500	2005-07-22	759	A
USGS	06043500	2005-07-23	751	A
USGS	06043500	2005-07-24	725	A
USGS	06043500	2005-07-25	724	A
USGS	06043500	2005-07-26	729	A
USGS	06043500	2005-07-27	691	A
USGS	06043500	2005-07-28	666	A
USGS	06043500	2005-07-29	654	A
USGS	06043500	2005-07-30	646	A
USGS	06043500	2005-07-31	635	A
USGS	06043500	2005-08-01	657	A
USGS	06043500	2005-08-02	656	A
USGS	06043500	2005-08-03	733	A
USGS	06043500	2005-08-04	642	A
USGS	06043500	2005-08-05	603	A
USGS	06043500	2005-08-06	582	A
USGS	06043500	2005-08-07	570	A
USGS	06043500	2005-08-08	578	A
USGS	06043500	2005-08-09	591	A
USGS	06043500	2005-08-10	588	A
USGS	06043500	2005-08-11	586	A
USGS	06043500	2005-08-12	558	A
USGS	06043500	2005-08-13	580	A
USGS	06043500	2005-08-14	552	A
USGS	06043500	2005-08-15	528	A
USGS	06043500	2005-08-16	511	A
USGS	06043500	2005-08-17	506	A
USGS	06043500	2005-08-18	539	A
USGS	06043500	2005-08-19	567	A
USGS	06043500	2005-08-20	509	A
USGS	06043500	2005-08-21	487	A
USGS	06043500	2005-08-22	481	A
USGS	06043500	2005-08-23	512	A
USGS	06043500	2005-08-24	485	A
USGS	06043500	2005-08-25	465	A
USGS	06043500	2005-08-26	458	A
USGS	06043500	2005-08-27	447	A
USGS	06043500	2005-08-28	441	A
USGS	06043500	2005-08-29	431	A
USGS	06043500	2005-08-30	443	A
USGS	06043500	2005-08-31	461	A
USGS	06043500	2005-09-01	441	A
USGS	06043500	2005-09-02	427	A
USGS	06043500	2005-09-03	417	A
USGS	06043500	2005-09-04	411	A
USGS	06043500	2005-09-05	408	A
USGS	06043500	2005-09-06	405	A
USGS	06043500	2005-09-07	397	A
USGS	06043500	2005-09-08	390	A
USGS	06043500	2005-09-09	384	A
USGS	06043500	2005-09-10	409	A
USGS	06043500	2005-09-11	420	A
USGS	06043500	2005-09-12	405	A
USGS	06043500	2005-09-13	405	A
USGS	06043500	2005-09-14	400	A
USGS	06043500	2005-09-15	391	A
USGS	06043500	2005-09-16	388	A
USGS	06043500	2005-09-17	395	A
USGS	06043500	2005-09-18	413	A
USGS	06043500	2005-09-19	394	A
USGS	06043500	2005-09-20	375	A
USGS	06043500	2005-09-21	369	A
USGS	06043500	2005-09-22	371	A
USGS	06043500	2005-09-23	388	A
USGS	06043500	2005-09-24	460	A
USGS	06043500	2005-09-25	426	A
USGS	06043500	2005-09-26	392	A
USGS	06043500	2005-09-27	381	A
USGS	06043500	2005-09-28	372	A
USGS	06043500	2005-09-29	367	A
USGS	06043500	2005-09-30	363	A
USGS	06043500	2005-10-01	356	A
USGS	06043500	2005-10-02	384	A
USGS	06043500	2005-10-03	428	A
USGS	06043500	2005-10-04	422	A
USGS	06043500	2005-10-05	406	A
USGS	06043500	2005-10-06	393	A
USGS	06043500	2005-10-07	399	A
USGS	06043500	2005-10-08	415	A
USGS	06043500	2005-10-09	420	A
USGS	06043500	2005-10-10	390	A
USGS	06043500	2005-10-11	388	A
USGS	06043500	2005-10-12	400	A
USGS	06043500	2005-10-13	391	A
USGS	06043500	2005-10-14	401	A
USGS	06043500	2005-10-15	403	A
USGS	06043500	2005-10-16	397	A
USGS	06043500	2005-10-17	386	A
USGS	06043500	2005-10-18	388	A
USGS	06043500	2005-10-19	386	A
USGS	06043500	2005-10-20	386	A
USGS	06043500	2005-10-21	378	A
USGS	06043500	2005-10-22	368	A
USGS	06043500	2005-10-23	367	A
USGS	06043500	2005-10-24	362	A
USGS	06043500	2005-10-25	360	A
USGS	06043500	2005-10-26	359	A
USGS	06043500	2005-10-27	372	A
USGS	06043500	2005-10-28	426	A
USGS	06043500	2005-10-29	414	A
USGS	06043500	2005-10-30	380	A
USGS	06043500	2005-10-31	349	A
USGS	06043500	2005-11-01	374	A
USGS	06043500	2005-11-02	380	A
USGS	06043500	2005-11-03	400	A
USGS	06043500	2005-11-04	379	A
USGS	06043500	2005-11-05	355	A
USGS	06043500	2005-11-06	371	A
USGS	06043500	2005-11-07	392	A
USGS	06043500	2005-11-08	407	A
USGS	06043500	2005-11-09	315	A
USGS	06043500	2005-11-10	345	A
USGS	06043500	2005-11-11	407	A
USGS	06043500	2005-11-12	398	A
USGS	06043500	2005-11-13	320	A
USGS	06043500	2005-11-14	362	A
USGS	06043500	2005-11-15	286	A
USGS	06043500	2005-11-16	321	A
USGS	06043500	2005-11-17	337	A
USGS	06043500	2005-11-18	308	A
USGS	06043500	2005-11-19	332	A
USGS	06043500	2005-11-20	305	A
USGS	06043500	2005-11-21	308	A
USGS	06043500	2005-11-22	312	A
USGS	06043500	2005-11-23	309	A
USGS	06043500	2005-11-24	305	A
USGS	06043500	2005-11-25	303	A
USGS	06043500	2005-11-26	339	A
USGS	06043500	2005-11-27	328	A
USGS	06043500	2005-11-28	312	A
USGS	06043500	2005-11-29	281	A
USGS	06043500	2005-11-30	312	A
USGS	06043500	2005-12-01	276	A
USGS	06043500	2005-12-02	310	A
USGS	06043500	2005-12-03	292	A
USGS	06043500	2005-12-04	284	A
USGS	06043500	2005-12-05	256	A
USGS	06043500	2005-12-06	226	A
USGS	06043500	2005-12-07	189	A
USGS	06043500	2005-12-08	210	A
USGS	06043500	2005-12-09	251	A
USGS	06043500	2005-12-10	288	A
USGS	06043500	2005-12-11	298	A
USGS	06043500	2005-12-12	283	A
USGS	06043500	2005-12-13	297	A
USGS	06043500	2005-12-14	281	A
USGS	06043500	2005-12-15	261	A
USGS	06043500	2005-12-16	250	A:e
USGS	06043500	2005-12-17	220	A:e
USGS	06043500	2005-12-18	200	A:e
USGS	06043500	2005-12-19	230	A:e
USGS	06043500	2005-12-20	280	A:e
USGS	06043500	2005-12-21	306	A
USGS	06043500	2005-12-22	327	A
USGS	06043500	2005-12-23	298	A
USGS	06043500	2005-12-24	276	A
USGS	06043500	2005-12-25	276	A
USGS	06043500	2005-12-26	281	A
USGS	06043500	2005-12-27	287	A
USGS	06043500	2005-12-28	295	A
USGS	06043500	2005-12-29	318	A
USGS	06043500	2005-12-30	292	A
USGS	06043500	2005-12-31	295	A
USGS	06043500	2006-01-01	302	A
USGS	06043500	2006-01-02	300	A
USGS	06043500	2006-01-03	302	A
USGS	06043500	2006-01-04	294	A
USGS	06043500	2006-01-05	268	A
USGS	06043500	2006-01-06	268	A
USGS	06043500	2006-01-07	268	A
USGS	06043500	2006-01-08	296	A
USGS	06043500	2006-01-09	272	A
USGS	06043500	2006-01-10	281	A
USGS	06043500	2006-01-11	278	A
USGS	06043500	2006-01-12	275	A
USGS	06043500	2006-01-13	258	A
USGS	06043500	2006-01-14	271	A
USGS	06043500	2006-01-15	286	A
USGS	06043500	2006-01-16	259	A
USGS	06043500	2006-01-17	255	A
USGS	06043500	2006-01-18	262	A
USGS	06043500	2006-01-19	257	A
USGS	06043500	2006-01-20	255	A
USGS	06043500	2006-01-21	262	A
USGS	06043500	2006-01-22	235	A
USGS	06043500	2006-01-23	261	A
USGS	06043500	2006-01-24	245	A
USGS	06043500	2006-01-25	243	A
USGS	06043500	2006-01-26	252	A
USGS	06043500	2006-01-27	258	A
USGS	06043500	2006-01-28	257	A
USGS	06043500	2006-01-29	258	A
USGS	06043500	2006-01-30	262	A
USGS	06043500	2006-01-31	266	A
USGS	06043500	2006-02-01	265	A
USGS	06043500	2006-02-02	261	A
USGS	06043500	2006-02-03	260	A
USGS	06043500	2006-02-04	258	A
USGS	06043500	2006-02-05	266	A
USGS	06043500	2006-02-06	252	A
USGS	06043500	2006-02-07	251	A
USGS	06043500	2006-02-08	251	A
USGS	06043500	2006-02-09	258	A
USGS	06043500	2006-02-10	251	A
USGS	06043500	2006-02-11	226	A
USGS	06043500	2006-02-12	238	A
USGS	06043500	2006-02-13	254	A
USGS	06043500	2006-02-14	263	A
USGS	06043500	2006-02-15	254	A
USGS	06043500	2006-02-16	220	A:e
USGS	06043500	2006-02-17	190	A:e
USGS	06043500	2006-02-18	180	A:e
USGS	06043500	2006-02-19	200	A:e
USGS	06043500	2006-02-20	240	A
USGS	06043500	2006-02-21	246	A
USGS	06043500	2006-02-22	247	A
USGS	06043500	2006-02-23	248	A
USGS	06043500	2006-02-24	247	A
USGS	06043500	2006-02-25	242	A
USGS	06043500	2006-02-26	241	A
USGS	06043500	2006-02-27	249	A
USGS	06043500	2006-02-28	270	A
USGS	06043500	2006-03-01	276	A
USGS	06043500	2006-03-02	253	A
USGS	06043500	2006-03-03	252	A
USGS	06043500	2006-03-04	263	A
USGS	06043500	2006-03-05	252	A
USGS	06043500	2006-03-06	253	A
USGS	06043500	2006-03-07	261	A
USGS	06043500	2006-03-08	261	A
USGS	06043500	2006-03-09	261	A
USGS	06043500	2006-03-10	239	A
USGS	06043500	2006-03-11	218	A
USGS	06043500	2006-03-12	242	A
USGS	06043500	2006-03-13	232	A
USGS	06043500	2006-03-14	238	A
USGS	06043500	2006-03-15	253	A
USGS	06043500	2006-03-16	242	A
USGS	06043500	2006-03-17	249	A
USGS	06043500	2006-03-18	256	A
USGS	06043500	2006-03-19	256	A
USGS	06043500	2006-03-20	246	A
USGS	06043500	2006-03-21	245	A
USGS	06043500	2006-03-22	256	A
USGS	06043500	2006-03-23	249	A
USGS	06043500	2006-03-24	256	A
USGS	06043500	2006-03-25	265	A
USGS	06043500	2006-03-26	288	A
USGS	06043500	2006-03-27	258	A
USGS	06043500	2006-03-28	265	A
USGS	06043500	2006-03-29	282	A
USGS	06043500	2006-03-30	299	A
USGS	06043500	2006-03-31	287	A
USGS	06043500	2006-04-01	291	A
USGS	06043500	2006-04-02	296	A
USGS	06043500	2006-04-03	288	A
USGS	06043500	2006-04-04	324	A
USGS	06043500	2006-04-05	407	A
USGS	06043500	2006-04-06	531	A
USGS	06043500	2006-04-07	435	A
USGS	06043500	2006-04-08	421	A
USGS	06043500	2006-04-09	452	A
USGS	06043500	2006-04-10	460	A
USGS	06043500	2006-04-11	432	A
USGS	06043500	2006-04-12	423	A
USGS	06043500	2006-04-13	512	A
USGS	06043500	2006-04-14	627	A
USGS	06043500	2006-04-15	667	A
USGS	06043500	2006-04-16	777	A
USGS	06043500	2006-04-17	764	A
USGS	06043500	2006-04-18	629	A
USGS	06043500	2006-04-19	543	A
USGS	06043500	2006-04-20	544	A
USGS	06043500	2006-04-21	582	A
USGS	06043500	2006-04-22	686	A
USGS	06043500	2006-04-23	854	A
USGS	06043500	2006-04-24	759	A
USGS	06043500	2006-04-25	693	A
USGS	06043500	2006-04-26	677	A
USGS	06043500	2006-04-27	747	A
USGS	06043500	2006-04-28	781	A
USGS	06043500	2006-04-29	918	A
USGS	06043500	2006-04-30	1230	A
USGS	06043500	2006-05-01	1370	A
USGS	06043500	2006-05-02	1360	A
USGS	06043500	2006-05-03	1230	A
USGS	06043500	2006-05-04	1130	A
USGS	06043500	2006-05-05	1150	A
USGS	06043500	2006-05-06	1270	A
USGS	06043500	2006-05-07	1430	A
USGS	06043500	2006-05-08	1410	A
USGS	06043500	2006-05-09	1340	A
USGS	06043500	2006-05-10	1190	A
USGS	06043500	2006-05-11	1190	A
USGS	06043500	2006-05-12	1340	A
USGS	06043500	2006-05-13	1620	A
USGS	06043500	2006-05-14	1880	A
USGS	06043500	2006-05-15	2280	A
USGS	06043500	2006-05-16	2800	A
USGS	06043500	2006-05-17	3300	A
USGS	06043500	2006-05-18	3840	A
USGS	06043500	2006-05-19	4350	A
USGS	06043500	2006-05-20	4830	A
USGS	06043500	2006-05-21	5040	A
USGS	06043500	2006-05-22	4700	A
USGS	06043500	2006-05-23	4480	A
USGS	06043500	2006-05-24	4140	A
USGS	06043500	2006-05-25	4030	A
USGS	06043500	2006-05-26	4210	A
USGS	06043500	2006-05-27	3890	A
USGS	06043500	2006-05-28	3200	A
USGS	06043500	2006-05-29	2710	A
USGS	06043500	2006-05-30	2360	A
USGS	06043500	2006-05-31	2180	A
USGS	06043500	2006-06-01	2150	A
USGS	06043500	2006-06-02	2360	A
USGS	06043500	2006-06-03	3080	A
USGS	06043500	2006-06-04	3640	A
USGS	06043500	2006-06-05	3930	A
USGS	06043500	2006-06-06	3800	A
